Customer Age,Experience,Income,Family Size,Average Credit Card Expenditure,Education Level,Mortgage Loan Amount,Securities Account,Certificate of Deposit Account,Online Banking Usage,CreditCard,Personal_Loan
57,32,42,2,2.1,3,0,0,0,1,0,0
62,36,41,2,1,3,154,1,0,1,0,0
64,40,40,2,1.1,1,0,0,0,1,0,0
50,25,82,1,1.3,3,0,0,0,1,0,0
54,30,61,1,1.8,3,0,0,0,1,0,0
63,37,25,2,0.2,3,0,0,0,1,0,0
52,28,39,2,0.8,1,0,0,0,1,0,0
61,31,19,1,1.5,3,0,0,0,1,0,0
57,27,68,1,1.4,3,0,0,0,1,0,0
54,30,21,1,0.1,2,76,0,0,1,0,0
42,18,29,1,0.3,3,0,0,0,1,0,0
60,35,34,1,0.3,3,0,0,0,1,0,0
50,24,35,1,0.3,3,0,0,0,1,0,0
62,36,39,2,0.3,1,0,0,0,1,0,0
56,31,68,2,0,3,0,1,0,1,0,0
54,28,48,1,0.2,1,0,0,0,1,0,0
55,30,40,2,2.3,3,0,0,0,1,0,0
50,25,58,1,1.3,2,0,0,0,1,0,0
44,20,15,1,1,1,0,0,0,1,0,0
52,28,8,1,0.3,1,0,0,0,1,0,0
46,20,40,1,1.2,2,0,0,0,1,0,0
61,36,23,2,0.5,2,103,0,0,1,0,0
52,27,43,1,1.3,2,0,1,0,1,0,0
61,37,22,1,1.2,3,0,0,0,1,0,0
58,33,51,2,1.6,3,123,0,0,1,0,0
50,25,14,2,0.7,3,0,1,0,1,0,0
47,21,88,2,1.7,2,0,0,0,1,0,0
59,35,39,1,1.8,3,0,0,0,1,0,0
48,22,80,2,2.4,2,0,0,0,1,0,0
59,35,84,1,1.8,3,0,0,0,1,0,0
57,32,33,2,2,2,0,0,0,1,0,0
56,32,60,1,1.8,3,227,0,0,1,0,0
60,34,23,1,0.8,2,112,0,0,1,0,0
50,24,91,1,0.8,3,0,0,0,1,0,0
59,35,25,2,0.3,1,75,0,0,1,0,0
53,27,50,2,0.8,3,0,0,0,1,0,0
63,37,15,1,0.8,2,115,0,0,1,0,0
59,35,21,2,1,1,120,0,0,1,0,0
63,37,44,2,1,3,0,0,0,1,0,0
62,38,78,2,0,3,0,0,0,1,0,0
49,23,25,1,1.4,3,0,0,0,1,0,0
53,28,59,2,1.9,2,0,0,0,1,0,0
58,33,9,2,0.2,3,0,0,0,1,0,0
56,30,24,2,0.7,2,0,0,0,1,0,0
55,29,78,1,0.8,3,190,0,0,1,0,0
48,22,43,1,1.2,2,112,0,0,1,0,0
60,36,50,1,1.8,3,0,0,0,1,0,0
46,20,19,3,0.5,2,97,1,0,1,0,1
46,21,39,4,0,2,0,0,0,1,0,1
57,31,51,4,1.7,2,103,0,0,1,0,1
61,35,50,3,1.4,3,112,0,0,1,0,1
64,40,75,3,2,3,0,0,0,1,0,1
52,22,55,3,1.4,3,0,0,0,1,0,1
55,30,81,4,3.8,2,0,0,0,1,0,1
58,34,41,4,1.3,1,0,0,0,1,0,1
57,27,64,3,2,3,142,0,0,1,0,1
55,31,50,4,1.5,1,0,0,0,1,0,1
56,31,80,4,1.3,3,0,0,0,1,0,1
57,32,63,4,0.7,1,0,0,0,1,0,1
65,41,83,3,2,3,0,0,0,1,0,1
54,28,34,4,0.7,2,0,0,0,1,0,1
56,29,51,3,1,2,0,0,0,1,0,1
54,28,39,4,0.7,2,0,0,0,1,0,1
62,38,99,4,1.7,2,0,0,0,1,0,1
56,30,81,4,2.6,3,0,0,0,1,0,1
53,27,81,4,2.6,3,0,0,0,1,0,1
49,24,45,3,1.7,2,0,1,0,1,0,1
54,29,34,4,0.1,3,0,0,0,1,0,1
60,36,38,4,1.3,1,0,0,0,1,0,1
44,19,40,4,0,2,0,0,0,1,0,1
51,27,21,3,0.4,1,0,0,0,1,0,1
55,30,73,4,3.8,2,0,0,0,1,0,1
60,36,63,4,2.2,1,0,0,0,1,0,1
62,37,18,3,1.3,2,0,0,0,1,0,1
61,35,80,4,1.7,3,0,0,0,1,0,1
52,28,21,4,0.5,2,0,0,0,1,0,1
52,26,38,3,0.9,3,0,0,0,1,0,1
63,39,72,3,2,3,190,1,0,1,0,1
54,30,45,4,1.1,2,205,0,0,1,0,1
55,29,62,3,0.3,2,0,0,0,1,0,1
45,21,58,3,0.3,3,0,1,0,1,0,1
59,35,59,4,1.2,2,0,0,0,1,0,1
58,32,55,4,2.5,1,0,0,0,1,0,1
60,34,40,3,2.2,3,0,1,0,1,0,1
51,25,34,3,0.9,3,111,0,0,1,0,1
62,38,33,3,0.1,3,0,0,0,1,0,1
56,31,25,4,0.9,2,111,0,0,1,0,1
55,29,81,3,1.7,2,171,0,0,1,0,1
55,31,62,4,1.5,1,0,0,0,1,0,1
56,31,60,3,1.7,1,0,0,0,1,0,1
46,22,84,4,2,3,0,0,0,1,0,1
61,36,54,3,0.9,3,179,0,0,1,0,1
50,24,38,4,0.1,1,0,0,0,1,0,1
56,32,44,3,1.5,1,153,0,0,1,0,1
67,43,105,4,1.7,2,0,0,0,1,0,1
53,27,39,4,1.5,3,0,0,0,1,0,1
63,33,40,4,1.67,3,0,0,0,1,0,1
50,25,14,4,0.8,1,0,0,0,1,0,1
57,31,38,4,0.7,2,0,0,0,1,0,1
61,36,81,3,1.8,2,0,0,0,1,0,1
55,25,44,3,1,3,0,0,0,1,0,1
53,29,85,3,1.8,2,0,0,0,1,0,1
48,24,43,3,1.9,2,0,0,0,1,0,1
52,26,31,4,1.5,3,0,0,0,1,0,1
46,20,74,4,2.6,3,104,0,0,1,0,1
48,22,94,4,2.6,3,0,0,0,1,0,1
56,31,64,4,0.9,1,0,0,0,1,0,1
52,27,43,4,0.2,2,0,0,0,1,0,1
52,28,49,4,1.1,2,0,0,0,1,0,1
46,20,74,4,2.6,3,0,0,0,1,0,1
55,30,53,3,1.7,1,0,0,0,1,0,1
51,27,20,4,0.5,2,0,0,0,1,0,1
57,32,19,4,0.9,2,0,0,0,1,0,1
55,28,38,3,1,2,0,0,0,1,0,1
48,22,40,3,2.2,2,87,0,0,1,0,1
60,36,32,3,0.4,2,165,0,0,1,0,1
61,36,40,3,0.5,2,0,1,0,1,0,1
63,39,41,4,1.3,2,0,0,0,1,0,1
58,34,63,4,1.5,1,0,0,0,1,0,1
62,37,10,3,0.5,1,0,0,0,1,0,1
45,18,45,3,1,2,0,0,0,1,0,1
61,36,50,4,1.7,1,189,0,0,1,0,1
52,28,23,3,0.4,1,0,0,0,1,0,1
49,24,79,4,3.6,3,212,0,0,1,0,1
56,30,44,4,0.7,2,174,0,0,1,0,1
50,26,13,4,1,1,0,0,0,1,0,1
61,35,41,4,1.7,2,0,1,0,1,0,1
51,27,12,4,1,1,0,0,0,1,0,1
64,39,13,4,0.6,2,0,0,0,1,0,1
58,34,65,4,2.2,1,0,0,0,1,0,1
60,34,19,3,0.3,3,0,0,0,1,0,1
51,26,52,4,1.8,3,0,0,0,1,0,1
65,39,113,4,2.4,3,0,0,0,1,0,1
54,29,62,4,3.8,2,149,0,0,1,0,1
59,35,31,3,0.4,2,0,0,0,1,0,1
53,29,94,4,1,2,0,0,0,1,0,1
53,23,65,4,2,3,0,0,0,1,0,1
65,39,82,4,2.4,3,252,0,0,1,0,1
48,23,15,4,0.8,1,0,0,0,1,0,1
65,40,63,3,0.5,2,0,0,0,1,0,1
60,35,48,3,1.5,1,0,0,0,1,0,1
54,29,48,4,1.8,3,0,0,0,1,0,1
60,36,39,4,1.3,2,140,0,0,1,0,1
46,22,80,4,2,3,0,0,0,1,0,1
56,26,38,3,1,3,110,1,0,1,0,1
53,29,69,4,1,2,0,0,0,1,0,1
64,39,42,3,0.5,2,116,0,0,1,0,1
58,34,54,4,1.3,2,0,0,0,1,0,1
62,36,30,3,0.7,2,0,0,0,1,0,1
53,23,39,3,1,3,87,0,0,1,0,1
54,28,102,3,1.7,2,0,0,0,1,0,1
64,40,41,4,1.2,2,0,0,0,1,0,1
48,23,43,3,1.7,2,159,0,0,1,0,1
59,35,14,4,0.7,1,0,0,0,1,0,1
57,27,63,3,2,3,0,0,0,1,0,1
58,31,49,4,2.5,2,0,0,0,1,0,1
64,39,82,4,3.4,2,0,0,0,1,0,1
52,26,59,3,3,2,0,0,0,1,0,1
56,31,82,4,1.3,3,0,0,0,1,0,1
55,29,29,4,1.5,3,79,0,0,1,0,1
57,32,13,4,0.9,2,78,1,0,1,0,1
61,34,41,4,2.5,2,0,0,0,1,0,1
46,22,89,4,1.4,2,0,0,0,1,0,1
61,36,54,3,1.5,1,0,0,0,1,0,1
55,31,34,3,1.5,1,101,0,0,1,0,1
64,38,29,3,0.7,2,0,0,0,1,0,1
52,25,41,3,1,2,0,0,0,1,0,1
67,41,114,4,2.4,3,0,0,0,1,0,1
51,27,12,4,1,1,0,1,0,1,0,1
61,36,13,3,0.5,1,0,0,0,1,0,1
50,26,110,3,1.8,2,0,0,0,1,0,1
60,35,80,3,0.5,1,0,0,0,1,0,1
57,33,45,4,1.5,1,204,0,0,1,0,1
51,27,33,4,0.2,1,83,0,0,1,0,1
56,32,64,4,1.5,1,0,0,0,1,0,1
45,21,33,3,0.5,1,108,0,0,1,0,1
49,23,41,4,0.1,1,153,0,0,1,0,1
54,28,48,4,2.8,2,0,0,0,1,0,1
52,26,35,4,1.8,1,0,0,0,1,0,1
48,22,79,3,0.7,2,0,0,0,1,0,1
48,24,75,4,1.4,2,0,0,0,1,0,1
63,37,84,4,1.9,2,0,0,0,1,0,1
45,18,10,3,0.67,2,100,0,0,1,0,1
48,24,24,4,0.2,1,0,0,0,1,0,1
58,33,22,3,0.2,1,0,0,0,1,0,1
61,36,10,4,0.4,2,0,0,0,1,0,1
56,31,54,4,2.1,1,0,0,0,1,0,1
49,25,44,4,0.9,2,194,0,0,1,0,1
46,21,30,4,1.9,3,0,0,0,1,0,1
65,40,83,4,0.1,2,247,0,0,1,0,1
55,25,70,3,1.4,3,0,0,0,1,0,1
50,26,22,4,0.5,2,112,0,0,1,0,1
63,37,78,4,1.7,3,0,0,0,1,0,1
47,22,40,3,2.7,2,0,0,0,1,0,1
58,28,58,3,2,3,0,0,0,1,0,1
55,25,65,4,2,3,0,0,0,1,0,1
57,27,63,4,2,3,0,0,0,1,0,1
56,30,31,4,1.5,3,0,0,0,1,0,1
52,26,84,3,3,2,0,0,0,1,0,1
57,32,22,3,0.1,2,0,0,0,1,0,1
59,29,45,3,2,3,0,0,0,1,0,1
47,20,13,3,0.67,2,0,0,0,1,0,1
58,34,84,4,1.6,2,0,0,0,1,0,1
50,25,42,3,1.7,2,0,0,0,1,0,1
63,38,22,3,0.1,3,90,0,0,1,0,1
47,23,28,4,0.6,1,0,0,0,1,0,1
62,37,98,1,0.9,1,151,0,0,1,0,2
59,33,110,3,4.4,1,264,0,0,1,0,2
64,39,73,3,2.4,1,185,0,0,0,0,2
55,29,79,2,1.1,1,0,1,0,1,0,2
61,37,158,2,6,1,306,1,1,1,1,2
50,24,112,1,0.3,1,229,0,0,0,0,2
65,40,128,1,2.5,1,162,0,0,1,0,2
65,41,105,4,1.7,2,230,1,0,1,0,2
63,37,140,2,6.9,1,97,0,0,0,1,2
46,21,44,1,0.3,1,110,1,0,1,0,2
54,28,155,1,1,1,256,0,0,1,1,2
51,25,60,4,2.6,1,97,0,0,1,0,2
59,35,94,1,3.8,1,272,0,0,0,0,2
61,35,83,2,1.7,3,245,0,0,1,0,2
51,26,62,1,1.3,2,221,0,0,1,0,2
52,27,135,1,0.6,1,452,0,0,1,0,2
57,32,55,4,2.1,1,108,0,0,1,0,2
62,38,124,1,3.8,1,405,0,0,1,0,2
57,32,68,2,3.7,1,184,0,0,0,0,2
64,40,88,1,3.8,1,243,0,0,1,1,2
56,30,75,1,1.9,2,125,0,0,1,0,2
61,37,48,1,0.8,1,158,0,0,1,0,2
63,38,110,3,1.8,2,109,0,0,1,0,2
49,23,84,3,2.1,1,134,1,0,1,0,2
58,32,128,2,2.7,1,344,0,0,0,0,2
55,30,84,2,3.7,1,304,1,0,1,0,2
49,22,82,1,2.67,2,125,0,0,1,0,2
48,22,145,1,0.3,1,140,0,0,1,0,2
58,32,114,2,2,1,402,0,0,1,0,2
65,40,115,1,2.5,1,174,0,0,0,1,2
50,24,79,1,0.3,1,120,0,0,1,0,2
48,24,90,1,2.6,2,334,0,0,1,0,2
51,26,133,1,0.6,1,328,0,0,0,0,2
55,29,99,2,1.4,1,264,0,0,1,1,2
48,24,74,3,0.7,1,0,1,0,1,0,2
57,32,81,2,3.7,1,226,0,0,1,1,2
58,34,92,2,2.8,1,103,0,0,0,0,2
53,28,98,1,1.3,3,355,0,0,1,0,2
54,28,159,2,0.5,1,461,0,0,1,0,2
58,32,41,1,0.2,1,81,0,0,1,0,2
51,26,78,1,1.2,1,305,0,0,1,0,2
63,37,118,1,2,1,427,0,0,0,0,2
48,24,54,1,1.6,2,186,0,0,1,0,2
54,29,72,2,3.7,1,144,0,0,1,0,2
64,39,59,2,1.5,1,139,0,0,1,0,2
48,23,132,1,0.6,1,157,0,0,0,0,2
48,24,59,1,0,1,144,0,0,1,0,2
62,37,92,3,0.5,1,310,0,0,1,0,2
65,40,98,3,1.8,2,333,0,0,0,0,2
53,29,93,1,2.7,2,256,0,0,1,0,2
56,32,120,1,7.4,1,186,0,0,1,0,2
57,31,45,3,1.4,1,198,0,0,1,0,2
49,23,114,1,0.3,1,286,0,0,1,0,2
57,31,175,2,0.5,1,429,0,0,1,1,2
56,30,113,2,2.7,1,352,0,0,0,1,2
47,22,93,1,0.2,2,309,0,0,1,0,2
64,39,98,3,1.8,2,80,0,0,1,0,2
51,26,59,1,1.2,1,139,0,0,1,0,2
53,29,132,2,0.3,1,403,0,0,0,0,2
65,39,150,2,6.9,1,196,0,0,0,0,2
50,24,81,1,4.9,1,248,0,0,1,0,2
59,33,100,2,2,1,127,0,0,0,0,2
58,33,142,2,3.9,1,193,0,0,1,1,2
51,26,113,1,1.3,3,161,0,0,1,0,2
46,20,73,1,1.5,2,128,0,0,1,0,2
46,21,38,1,2.4,1,130,0,0,1,0,2
63,37,90,4,1.9,2,106,1,0,1,0,2
49,25,135,2,1.4,1,82,0,0,1,1,2
58,32,163,2,0.5,1,400,0,0,0,0,2
58,32,145,2,0.5,1,119,0,0,1,0,2
59,33,140,2,0.5,1,262,0,0,1,0,2
59,35,202,1,4.7,1,553,0,0,0,0,2
50,26,85,1,0,1,144,0,0,0,0,2
58,34,125,1,4.3,1,219,0,0,0,0,2
64,40,171,2,2.1,1,433,0,0,0,0,2
52,26,70,2,1.1,1,0,1,0,1,0,2
64,38,79,2,2.8,1,179,0,0,0,0,2
52,28,118,2,6.8,1,112,0,0,1,0,2
61,37,62,1,0,2,244,0,0,1,0,2
62,38,161,1,2.9,1,0,1,1,1,1,2
57,32,59,2,3.7,1,134,0,0,1,0,2
60,34,83,2,1.4,1,75,1,0,1,0,2
57,31,58,1,0.2,1,177,0,0,1,0,2
58,34,150,1,7.4,1,481,0,0,1,0,2
50,25,79,1,2.9,1,307,0,0,0,1,2
48,24,84,3,0.7,1,166,0,0,1,0,2
58,34,68,2,2.8,1,113,0,0,0,0,2
63,38,50,2,2.8,1,205,0,0,0,0,2
55,25,95,2,4.5,3,275,0,0,0,0,2
56,30,55,1,1.4,1,77,0,0,1,0,2
66,42,35,1,1.9,2,172,0,0,1,0,2
60,35,122,1,2.6,1,352,0,0,0,0,2
46,22,73,2,1.7,1,216,0,0,1,0,2
49,24,82,1,2.9,1,267,0,0,1,0,2
55,31,103,3,1.8,2,364,0,0,0,0,2
59,35,88,2,1.6,1,278,0,0,0,0,2
58,32,65,3,2.5,1,222,0,0,1,0,2
51,25,119,1,4.9,1,208,0,0,1,1,2
62,36,115,2,2.8,1,202,0,0,1,1,2
51,27,155,2,0.4,1,107,0,0,0,1,2
51,26,70,1,1.2,1,169,0,0,0,0,2
52,26,180,1,1.7,1,550,0,0,1,0,2
50,25,130,1,0.6,1,311,0,0,0,0,2
57,33,91,1,4.3,1,81,1,0,0,0,2
60,36,49,4,2.2,1,204,1,0,1,0,2
62,36,63,1,1.6,1,118,0,0,1,0,2
48,22,85,3,1.1,1,203,0,0,1,0,2
60,36,132,2,6,1,470,0,0,1,1,2
53,27,192,1,1.7,1,601,0,0,1,0,2
60,35,22,1,1.3,1,123,0,0,1,0,2
57,33,93,2,1.6,1,161,0,0,0,0,2
57,32,75,2,3.7,1,236,0,0,1,0,2
49,25,31,1,1,1,0,1,0,1,0,2
61,35,79,2,2,1,194,0,0,1,1,2
53,27,81,3,1.7,2,193,0,0,1,0,2
57,33,62,3,2.67,1,240,0,0,0,0,2
57,33,79,1,2.7,2,294,0,0,1,1,2
53,27,145,1,2.9,1,345,0,0,0,0,2
62,37,82,1,0.8,3,312,0,0,1,0,2
54,28,94,2,1.1,1,188,0,0,0,0,2
53,27,122,1,2.4,1,330,0,0,0,0,2
50,26,148,2,0.4,1,508,0,0,0,0,2
60,34,108,2,2,1,359,0,0,1,0,2
61,35,53,1,2.8,2,167,0,0,1,0,2
56,30,59,3,0.8,1,159,1,0,1,0,2
58,34,82,1,4.3,1,263,0,0,0,0,2
57,33,122,2,6,1,153,1,1,1,1,2
58,32,111,2,1.4,1,298,0,0,1,0,2
52,27,94,1,2.8,2,333,0,0,1,0,2
56,30,61,3,2.5,1,193,0,0,1,0,2
54,24,91,2,4.5,3,90,0,0,1,0,2
56,30,79,3,0.8,1,302,0,0,0,0,2
63,38,129,1,0.9,1,366,0,0,1,0,2
63,39,49,1,0.8,1,103,0,0,1,0,2
55,31,73,3,2.67,1,219,0,0,1,0,2
55,29,55,1,0.2,1,151,0,0,1,0,2
51,27,55,1,1.6,2,197,1,0,1,0,2
54,30,120,1,7.4,1,119,0,0,1,1,2
55,29,81,4,4.9,1,209,0,0,1,0,2
60,34,59,1,1.6,1,231,0,0,1,0,2
59,35,161,1,2.9,1,160,0,0,0,1,2
57,31,131,2,2.7,1,394,0,0,0,1,2
58,32,113,2,1.4,1,270,0,0,0,1,2
63,38,153,1,1.3,1,455,0,0,0,0,2
60,34,44,2,0.3,1,192,0,0,1,0,2
52,28,163,2,0.4,1,116,0,0,1,0,2
64,39,49,2,1.5,1,0,1,0,1,0,2
56,31,81,2,3.7,1,121,0,0,1,1,2
59,35,94,1,4.3,1,76,1,1,1,0,2
50,24,95,1,0.3,1,262,0,0,1,0,2
64,39,85,4,3.4,2,200,0,0,1,0,2
54,28,183,1,1,1,442,0,0,0,0,2
62,37,50,3,1.5,1,169,0,0,1,0,2
62,36,103,2,2.8,1,0,1,1,1,0,2
64,40,169,2,2.1,1,122,0,0,1,0,2
60,34,83,2,2,1,249,0,0,0,0,2
62,36,105,2,2.8,1,336,0,0,0,0,2
57,31,41,1,1.4,1,0,1,0,1,0,2
61,36,130,1,1.3,1,257,0,0,0,0,2
63,38,103,1,2.5,1,0,0,0,1,0,3
49,24,70,1,2.9,1,0,0,0,0,0,3
47,21,132,1,0.3,1,0,0,0,1,0,3
60,36,195,1,4.7,1,0,0,0,1,0,3
60,36,93,1,4.3,1,0,0,0,1,0,3
52,26,194,1,1.7,1,0,0,0,1,0,3
62,36,119,2,2,1,0,0,0,0,0,3
57,33,121,1,4.3,1,0,1,0,0,0,3
58,32,180,1,2.9,1,0,0,0,0,1,3
59,35,121,1,4.3,1,0,0,0,1,0,3
63,37,101,2,2.8,1,0,0,0,0,0,3
59,33,83,3,4.4,1,0,0,0,1,0,3
59,33,81,2,1.4,1,0,0,0,1,0,3
64,38,92,1,2,1,0,0,0,1,0,3
49,25,93,1,2.7,1,0,1,0,1,0,3
60,36,141,2,2.1,1,0,0,0,1,1,3
49,23,129,1,0.3,1,0,0,0,1,1,3
60,35,119,2,3.9,1,0,1,0,1,0,3
66,41,145,1,2.5,1,0,0,0,1,0,3
58,32,108,3,4.4,1,0,0,0,1,0,3
53,29,118,2,0.3,1,0,0,0,1,0,3
65,40,140,1,0.9,1,0,0,0,0,0,3
64,40,131,1,3.8,1,0,0,0,0,0,3
60,34,110,2,2,1,0,0,0,1,0,3
64,39,129,1,2.5,1,0,0,0,1,0,3
59,33,111,3,4.4,1,0,0,0,1,0,3
60,35,125,2,3.9,1,0,0,0,0,0,3
62,38,123,1,2.9,1,0,0,0,0,0,3
64,39,64,3,2.2,1,0,0,0,1,0,3
53,27,84,2,1.1,1,0,0,0,1,0,3
59,35,174,1,4.7,1,0,0,0,1,1,3
62,38,91,1,3.8,1,0,1,0,1,0,3
58,34,128,1,7.4,1,0,0,0,0,0,3
60,34,60,3,2.5,1,0,0,0,1,0,3
50,24,103,1,0.3,1,0,0,0,1,0,3
54,28,85,4,4.9,1,0,0,0,1,0,3
59,35,111,1,4.3,1,0,0,0,1,0,3
62,38,154,1,2.9,1,0,0,0,1,0,3
55,29,162,1,2.9,1,0,0,0,1,1,3
60,34,152,2,6.9,1,0,0,0,0,0,3
50,24,130,1,1,1,0,0,0,0,0,3
59,33,113,2,2,1,77,0,0,1,0,3
52,26,114,1,4.9,1,0,0,0,0,0,3
60,34,85,2,2,1,0,0,0,1,0,3
57,31,131,2,2.7,1,0,0,0,0,0,3
54,28,78,4,4.9,1,0,0,0,0,0,3
60,34,40,1,1.6,1,0,0,0,1,0,3
61,35,91,2,2,1,0,0,0,1,0,3
51,25,93,1,0.3,1,0,0,0,1,0,3
60,35,51,2,2.8,1,0,0,0,1,0,3
50,26,88,1,2.7,1,0,0,0,1,0,3
59,35,38,1,0.8,1,0,0,0,1,0,3
56,32,129,1,7.4,1,0,0,0,0,0,3
54,28,140,1,2.9,1,0,0,0,1,0,3
62,37,50,3,2.4,1,0,0,0,1,0,3
51,25,148,1,1,1,0,0,0,0,0,3
63,38,54,3,2.2,1,0,0,0,1,0,3
52,26,101,2,2.4,2,0,0,0,1,0,3
60,35,128,1,0.9,1,0,0,0,1,0,3
